,item_name,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5
1152,Muscat Grape Jelly,Vanilla Light & Fit Greek Yogurt,Organic Whole Milk with DHA Omega-3,Shredded Mozzarella Cheese,Family Size Naturally Flavored Whole Grain Oats Cereal,Eggo Blueberry Waffles
1153,Tea Tree Triple Treat Shampoo,2-Ply 100% Recycled Bathroom Tissue,NA,NA,NA,NA
1154,Enlightened Organic Raw Kombucha,2-Ply 100% Recycled Bathroom Tissue,Tea Tree Triple Treat Shampoo,Pure Coconut Water,Spring Water,NA
1155,Trilogy Kombucha Drink,Grape Chia Kombucha,Essential Greens With Lime  Vegetable and Fruit Juice Blend,NA,NA,NA
1156,Almond Cheddar Style Shredded Cheese Alternative,Bing Cherries,Pecan Caramel Almond Creamer,Almond Breeze Original Almond Milk,California Cauliflower,Cherry Vanilla Creme Soda
1157,California Cauliflower,Bing Cherries,Pecan Caramel Almond Creamer,Almond Breeze Original Almond Milk,Pink Lady (Cripps) Apple,Cherry Vanilla Creme Soda
1158,Shredded Mozzarella Cheese,Organic Whole Milk with DHA Omega-3,Vanilla Light & Fit Greek Yogurt,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,NA,NA
1159,Organic Whole Milk with DHA Omega-3,Vanilla Light & Fit Greek Yogurt,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,NA,NA,NA
1160,Organic Greens And Kale,Mojo Peanut Butter Bar,Trilogy Kombucha Drink,Grape Chia Kombucha,Essential Greens With Lime  Vegetable and Fruit Juice Blend,Pure Coconut Water
1161,Mojo Peanut Butter Bar,Trilogy Kombucha Drink,Grape Chia Kombucha,Essential Greens With Lime  Vegetable and Fruit Juice Blend,Pure Coconut Water,NA
1162,Lemon Yogurt,Assorted Herbal Tea,White Tea Peach Mango Tea Bags,Yoghurt Blueberry,Black Tea Variety Pack,NA
1163,White Tea Peach Mango Tea Bags,Black Tea Variety Pack,Assorted Herbal Tea,NA,NA,NA
1164,Yoghurt Blueberry,Assorted Herbal Tea,White Tea Peach Mango Tea Bags,Black Tea Variety Pack,NA,NA
1165,Watermelon Lemonade,Almond Cheddar Style Shredded Cheese Alternative,Teriyaki Noodle Bowl,Original Lemonade,California Cauliflower,Almond Breeze Original Almond Milk
1166,Zinfandel,Noir Orange Liqueur & Cognac,NA,NA,NA,NA
1167,Spinach Souffle,Noir Orange Liqueur & Cognac,Zinfandel,NA,NA,NA
1168,Milano Dark Chocolate Cookies,Noir Orange Liqueur & Cognac,Zinfandel,Spinach Souffle,NA,NA
1169,Natural Deli Slices Gouda Cheese,Noir Orange Liqueur & Cognac,Zinfandel,Spinach Souffle,Milano Dark Chocolate Cookies,NA
1170,Assorted Herbal Tea,Black Tea Variety Pack,NA,NA,NA,NA
1171,Teriyaki Noodle Bowl,Almond Breeze Original Almond Milk,Bing Cherries,Pecan Caramel Almond Creamer,California Cauliflower,Almond Cheddar Style Shredded Cheese Alternative
1172,Original Lemonade,Bing Cherries,Pecan Caramel Almond Creamer,Almond Breeze Original Almond Milk,California Cauliflower,Almond Cheddar Style Shredded Cheese Alternative
1173,Black Raspberry Sparkling Water Drink,Fresh Pork Spareribs,13 Gallon Tall Kitchen Bags,Orange Mango Sparkling Water,Pink Grapefruit,Sparkling Kiwi Strawberry Soda
1174,Sweet Red Chili Dipping & All-Purpose Sauce,Sesame Seed,Light Brown Sugar,Organic Skim Milk,Vanilla Almond Breeze Almond Milk,Green Bell Pepper
1175,Bosc Pear,Black Raspberry Sparkling Water Drink,Cherry Limeade,Vanilla and Chocolate Low Fat Ice Cream Sandwiches,Green Onions,White Cheddar Popcorn
1176,Organic Homogenized Whole Milk,Original Traditional Dijon Mustard,Forelle Pears,Pulp Free Orange Juice,Vegan Buttery Sticks,Organic  Unsalted  Butter
1177,Garlic Hummus,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,Half And Half,Organic Strawberry Smoothie,Total 2% All Natural Greek Strained Yogurt with Honey,Organic Peeled Whole Baby Carrots
1178,Light Thousand Island Dressing,Vanilla and Chocolate Low Fat Ice Cream Sandwiches,Fresh Pork Spareribs,White Corn Tortilla Chips,Dried & Sweet Cranberries,Cherry Limeade
1179,Dried & Sweet Cranberries,Three Meat & Four Cheese Lasagna,Fresh Pork Spareribs,Corn Flakes,Turkey Breakfast Sausage Links,13 Gallon Tall Kitchen Bags
1180,Organic Raspberry Yogurt,Organic Raspberry Lowfat Yogurt,Organic Mixed Berry Yogurt & Fruit Snack,Organic Shredded Mozzarella,Provolone,Organic Ranch Dressing
1181,Light Brown Sugar,Sesame Seed,Organic Skim Milk,Vanilla Almond Breeze Almond Milk,Green Bell Pepper,Red Peppers
1182,Organic Mixed Berry Yogurt & Fruit Snack,Oats & Honey Gluten Free Granola,Organic Spaghetti Pasta,Popped Dark Chocolate with Sea Salt Granola Bar,Organic Ranch Dressing,Organic Raspberry Lowfat Yogurt
1183,Smoked Turkey Breast Slices,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,Half And Half,Garlic Hummus,Penne Rigate #41 Pasta,Total 2% All Natural Greek Strained Yogurt with Honey
1184,Mixed Berries Wildly Nutritious Signature Blends,Instant French Vanilla Pudding & Pie Filling,Banana,NA,NA,NA
1185,Popped Dark Chocolate with Sea Salt Granola Bar,Organic Ranch Dressing,"Yogurt, Lowfat, Strawberry",Organic Raspberry Lowfat Yogurt,Organic Shredded Mozzarella,Organic Honey Sweet Whole Wheat Bread
1186,Danimals Swingin' Strawberry Banana Smoothie,Mini Chocolate Chip Waffles,Nilla Wafers,Sweet Red Grape Tomatoes,NA,NA
1187,Fruit Punch Sports Drink,Mini Chocolate Chip Waffles,Danimals Swingin' Strawberry Banana Smoothie,Sweet Red Grape Tomatoes,Nilla Wafers,NA
1188,Oven Baked Original Potato Chips,Red Delicious Apple,Fruit Punch Sports Drink,Mini Chocolate Chip Waffles,Danimals Swingin' Strawberry Banana Smoothie,Nilla Wafers
1189,Red Delicious Apple,Fruit Punch Sports Drink,Mini Chocolate Chip Waffles,Danimals Swingin' Strawberry Banana Smoothie,Nilla Wafers,Sweet Red Grape Tomatoes
1190,Vanilla and Chocolate Low Fat Ice Cream Sandwiches,Cherry Limeade,Sparkling Peach Nectarine Soda,13 Gallon Tall Kitchen Bags,Turkey Breakfast Sausage Links,Corn Flakes
1191,Original Whipped Topping,Instant French Vanilla Pudding & Pie Filling,Mixed Berries Wildly Nutritious Signature Blends,Nilla Wafers,Banana,NA
1192,Invisible Solid Powder Fresh Antiperspirant/Deodorant,Meritage Wine,Old Fashioned Apple Cider,Clover Honey Bear,NA,NA
1193,Fresh Scent Dishwasher Detergent,Meritage Wine,Old Fashioned Apple Cider,Invisible Solid Powder Fresh Antiperspirant/Deodorant,Bourbon Whiskey,Clover Honey Bear
1194,Atlantic Salmon Fillets,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,Garlic Hummus,Smoked Turkey Breast Slices,Half And Half,Organic Strawberry Smoothie
1195,Old Fashioned Apple Cider,Meritage Wine,NA,NA,NA,NA
1196,Bourbon Whiskey,Meritage Wine,Old Fashioned Apple Cider,Invisible Solid Powder Fresh Antiperspirant/Deodorant,Clover Honey Bear,European Cucumber
1197,Asparation/Broccolini/Baby Broccoli,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,Half And Half,Garlic Hummus,Smoked Turkey Breast Slices,Atlantic Salmon Fillets
1198,Sliced Peaches,Original Whipped Topping,Mixed Berries Wildly Nutritious Signature Blends,Instant French Vanilla Pudding & Pie Filling,Nilla Wafers,Philadelphia Original Cream Cheese
1199,White Cheddar Popcorn,Vanilla and Chocolate Low Fat Ice Cream Sandwiches,Sparkling Kiwi Strawberry Soda,13 Gallon Tall Kitchen Bags,Turkey Breakfast Sausage Links,Corn Flakes
1200,Unsweetened Coconut Milk Beverage,Nonfat Icelandic Style Strawberry Yogurt,Radish,Wild Skipjack Light Tuna,Three Cheese Pizza Shell,Hommus Artichoke Kalamata
1201,Parmesan Couscous Mix,Crushed Tomatoes With Basil,Shells & White Cheddar,Organic Red Chard Greens,Monterey Jack Cheese,Total 2% Lowfat Plain Greek Yogurt
1202,Organic Chicken Thighs,Crushed Tomatoes With Basil,Shells & White Cheddar,Parmesan Couscous Mix,Organic Red Chard Greens,Monterey Jack Cheese
1203,Precious Mozzarella Cheese,Black Raspberry Sparkling Water Drink,Fresh Pork Spareribs,White Cheddar Popcorn,Dried & Sweet Cranberries,Cherry Limeade
1204,Nonfat Icelandic Style Strawberry Yogurt,Wild Skipjack Light Tuna,Radish,Three Cheese Pizza Shell,Hommus Artichoke Kalamata,Unsweetened Cashew Milk
1205,Unsweetened Cashew Milk,Sea Salt Lentil Chips,Three Cheese Pizza Shell,Hommus Artichoke Kalamata,Wild Skipjack Light Tuna,Banana
1206,Radish,Wild Skipjack Light Tuna,Three Cheese Pizza Shell,Hommus Artichoke Kalamata,Unsweetened Cashew Milk,Sea Salt Lentil Chips
1207,Boneless Beef Sirloin Steak,Baby Portabella Mushrooms,Stage 2 Green Bean Pear Greek Yogurt Baby Food,"Parsley, Italian (Flat), New England Grown",Spinach Peas & Pear Stage 2 Baby Food,Green Beans
1208,Stage 2 Green Bean Pear Greek Yogurt Baby Food,Baby Portabella Mushrooms,"Parsley, Italian (Flat), New England Grown",Yellow Onions,Organic Cilantro,Organic Avocado
1209,Shells & White Cheddar,Crushed Tomatoes With Basil,Organic Red Chard Greens,Monterey Jack Cheese,Total 2% Lowfat Plain Greek Yogurt,Organic Black Beans
1210,Garam Masala,Gluten Free Peanut Butter Dark Chocolate Chewy With a Crunch Granola Bars,"ColdCare, Soothing Hot Drink, Lemon Flavor",Organic Honey Sweet Whole Wheat Bread,Organic Shredded Mozzarella,Organic Raspberry Lowfat Yogurt
1211,Green Onions,Three Meat & Four Cheese Lasagna,Turkey Breakfast Sausage Links,Vanilla and Chocolate Low Fat Ice Cream Sandwiches,Dried & Sweet Cranberries,Cherry Limeade
1212,Original Traditional Dijon Mustard,Pulp Free Orange Juice,Forelle Pears,Toasted Coconut Almondmilk Blend,Organic Fuji Apple,NA
1213,Vegan Buttery Sticks,Pulp Free Orange Juice,Forelle Pears,Original Traditional Dijon Mustard,Baby Boomer Fresh Creamer Potatoes,Toasted Coconut Almondmilk Blend
1214,Forelle Pears,Pulp Free Orange Juice,Toasted Coconut Almondmilk Blend,Organic Fuji Apple,NA,NA
1215,Cherry Limeade,Orange Mango Sparkling Water,Black Raspberry Sparkling Water Drink,Pink Grapefruit,Sparkling Kiwi Strawberry Soda,Three Meat & Four Cheese Lasagna
1216,Ripened Raspberry Fruit Leather,Popped Dark Chocolate with Sea Salt Granola Bar,Organic Raspberry Lowfat Yogurt,Organic Mixed Berry Yogurt & Fruit Snack,Organic Spaghetti Pasta,Oats & Honey Gluten Free Granola
1217,Lite Swiss Cheese Deli Fresh Slices,Fresh Fussilli,Laundry Detergent Free & Clear,Whole Almonds,Organic Old Fashioned Rolled Oats,Organic Yellow Mustard
1218,Organic Balsamic Vinegar Of Modena,Lactose Free Low Fat Vanilla Yogurt,Gluten Free Omega Flax & Fiber Bread,Gluten Free Pretzel Sticks,Gluten Free Vanilla Granola,Blue Corn Tortilla Chips
1219,Fresh Fussilli,Laundry Detergent Free & Clear,Whole Almonds,Organic Old Fashioned Rolled Oats,Island Vanilla Cereal,Organic Peeled Whole Baby Carrots
1220,Blue Corn Tortilla Chips,Lactose Free Low Fat Vanilla Yogurt,Gluten Free Omega Flax & Fiber Bread,Gluten Free Pretzel Sticks,Gluten Free Vanilla Granola,Organic Corn Tortillas
1221,Cookie Dough Nutrition Bar,Cherry Pomegranate Greek Yogurt,Sparkling Lemon Water,Banana,NA,NA
1222,Fresh Pork Spareribs,Corn Flakes,Turkey Breakfast Sausage Links,13 Gallon Tall Kitchen Bags,Fresh CA Grown Eggs,Banana
1223,Verde Salsa,Gluten Free Omega Flax & Fiber Bread,Gluten Free Pretzel Sticks,Gluten Free Vanilla Granola,Blue Corn Tortilla Chips,Organic Balsamic Vinegar Of Modena
1224,Summer Strawberry Fruit Strip,Organic Raspberry Lowfat Yogurt,Organic Spaghetti Pasta,Organic Shredded Mozzarella,Micro Brewed Cream Soda,Organic Mixed Berry Yogurt & Fruit Snack
1225,Total 0% Blueberry Acai Greek Yogurt,Unsalted Sweet Butter,Cookie Dough Nutrition Bar,Cherry Pomegranate Greek Yogurt,Sparkling Lemon Water,Organic Gala Apples
1226,Three Meat & Four Cheese Lasagna,13 Gallon Tall Kitchen Bags,Fresh Pork Spareribs,Corn Flakes,Turkey Breakfast Sausage Links,Fresh CA Grown Eggs
1227,Corn Flakes,Turkey Breakfast Sausage Links,13 Gallon Tall Kitchen Bags,Fresh CA Grown Eggs,Banana,NA
1228,Turkey Breakfast Sausage Links,13 Gallon Tall Kitchen Bags,Fresh CA Grown Eggs,Banana,NA,NA
1229,Unsalted Sweet Butter,Cookie Dough Nutrition Bar,Cherry Pomegranate Greek Yogurt,Sparkling Lemon Water,Apple Honeycrisp Organic,Organic Gala Apples
1230,Apples & Mangoes Fruit Bars,Lite Swiss Cheese Deli Fresh Slices,Fresh Fussilli,Laundry Detergent Free & Clear,Organic Old Fashioned Rolled Oats,Organic Yellow Mustard
1231,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,Half And Half,Organic Strawberry Smoothie,Total 2% All Natural Greek Strained Yogurt with Honey,Organic Baby Arugula,Large Lemon
1232,Organic Red On the Vine Tomato,Zucchini Noodles,Sweet Basil Pesto Sauce Mix,Pesto Pasta Salad,Original Popcorn,Organic Black Beans
1233,Zucchini Noodles,Sweet Basil Pesto Sauce Mix,Pesto Pasta Salad,Organic Broccoli Florets,Organic Black Beans,Shredded Parmesan
1234,Sweet Basil Pesto Sauce Mix,Pesto Pasta Salad,Organic Black Beans,Shredded Parmesan,Grated Parmesan,Apple Honeycrisp Organic
1235,Mild Italian Chicken Sausage,Organic Red On the Vine Tomato,Zucchini Noodles,Sweet Basil Pesto Sauce Mix,Pesto Pasta Salad,Original Popcorn
1236,Red Raspberries,Cacao Sweet Raw Chocolate Nibs,Asparagus Spears,Dry Roasted Pumpkin Seeds,Organic Acai Berry Smoothie Packs,Italian Sparkling Mineral Water
1237,Organic Acai Berry Smoothie Packs,Cacao Sweet Raw Chocolate Nibs,Italian Sparkling Mineral Water,Banana,NA,NA
1238,Asparagus Spears,Cacao Sweet Raw Chocolate Nibs,Organic Acai Berry Smoothie Packs,Italian Sparkling Mineral Water,Banana,NA
1239,Dry Roasted Pumpkin Seeds,Cacao Sweet Raw Chocolate Nibs,Asparagus Spears,Organic Acai Berry Smoothie Packs,Italian Sparkling Mineral Water,Banana
1240,Sweet Potato Fries with Sea Salt,Cacao Sweet Raw Chocolate Nibs,Asparagus Spears,Dry Roasted Pumpkin Seeds,Organic Acai Berry Smoothie Packs,Red Raspberries
1241,Organic Unsweetened Vanilla Almond Milk,Double Concentrated Tomato Paste in Tube,Semi-Sweet Mini Chocolate Chips,Pinto Beans No Salt Added,Large Grapefruit,Organic Broccoli Florets
1242,Simply Stock Organic Vegetable Unsalted Stock,Double Concentrated Tomato Paste in Tube,Semi-Sweet Mini Chocolate Chips,Organic Unsweetened Vanilla Almond Milk,Pinto Beans No Salt Added,Large Grapefruit
1243,Italian Dry Salame,Organic Edamame,Quaker Life Cinnamon Cereal,Tiny Twists Pretzels,Family Size Naturally Flavored Whole Grain Oats Cereal,Original Fresh Stack Crackers
1244,Organic Edamame,Quaker Life Cinnamon Cereal,Family Size Naturally Flavored Whole Grain Oats Cereal,Banana,NA,NA
1245,Multi Grain Sandwich Thins,Quaker Life Cinnamon Cereal,Organic Edamame,Italian Dry Salame,Tiny Twists Pretzels,Family Size Naturally Flavored Whole Grain Oats Cereal
1246,"Salad, Cobb",Angel Food White Cake Mix,Peppermint Mocha Liquid Coffee Creamer,Raspberry on the Bottom Non-Fat Greek Yogurt,Pineapple Orange Banana 100% Juice,Pure Baking Soda
1247,Angel Food White Cake Mix,Peppermint Mocha Liquid Coffee Creamer,Raspberry on the Bottom Non-Fat Greek Yogurt,Pineapple Orange Banana 100% Juice,Pure Baking Soda,Strawberries
1248,Peppermint Mocha Liquid Coffee Creamer,Raspberry on the Bottom Non-Fat Greek Yogurt,Pineapple Orange Banana 100% Juice,Pure Baking Soda,Banana,NA
1249,Raspberry on the Bottom Non-Fat Greek Yogurt,Pineapple Orange Banana 100% Juice,Banana,NA,NA,NA
1250,Semi-Sweet Mini Chocolate Chips,Double Concentrated Tomato Paste in Tube,Organic Broccoli Florets,NA,NA,NA
1251,Orange Mango Sparkling Water,Turkey Breakfast Sausage Links,13 Gallon Tall Kitchen Bags,Pink Grapefruit,Sparkling Kiwi Strawberry Soda,Three Meat & Four Cheese Lasagna
1252,All Natural Gluten Free Teff Wraps,Lactose Free Low Fat Vanilla Yogurt,Gluten Free Omega Flax & Fiber Bread,Gluten Free Pretzel Sticks,Gluten Free Vanilla Granola,Blue Corn Tortilla Chips
1253,Pink Grapefruit,Sparkling Kiwi Strawberry Soda,Three Meat & Four Cheese Lasagna,Fresh Pork Spareribs,Corn Flakes,Turkey Breakfast Sausage Links
1254,"ColdCare, Soothing Hot Drink, Lemon Flavor",Gluten Free Peanut Butter Dark Chocolate Chewy With a Crunch Granola Bars,Ripened Raspberry Fruit Leather,Organic Spaghetti Pasta,Organic Shredded Mozzarella,"Yogurt, Lowfat, Strawberry"
1255,Gluten Free Vanilla Granola,Gluten Free Pretzel Sticks,Gluten Free Omega Flax & Fiber Bread,Organic Corn Tortillas,Lactose Free Low Fat Vanilla Yogurt,Organic 1% Milk
1256,Organic Corn Tortillas,Lactose Free Low Fat Vanilla Yogurt,Colby Cheese Sticks,Organic 1% Milk,Organic Large Brown Grade AA Cage Free Eggs,Organic Whole String Cheese
1257,Organic  Unsalted  Butter,Original Traditional Dijon Mustard,Forelle Pears,Pulp Free Orange Juice,Vegan Buttery Sticks,Squeeze Real Mayonnaise
1258,Gluten Free Omega Flax & Fiber Bread,Lactose Free Low Fat Vanilla Yogurt,Organic Corn Tortillas,Colby Cheese Sticks,Organic 1% Milk,EnviroKidz Gluten Free & Wheat Free Gorilla Munch Corn Puff Cereal
1259,Gluten Free Pretzel Sticks,Lactose Free Low Fat Vanilla Yogurt,Organic Corn Tortillas,Gluten Free Omega Flax & Fiber Bread,EnviroKidz Gluten Free & Wheat Free Gorilla Munch Corn Puff Cereal,Colby Cheese Sticks
1260,Sparkling Kiwi Strawberry Soda,Three Meat & Four Cheese Lasagna,Fresh Pork Spareribs,Corn Flakes,Turkey Breakfast Sausage Links,13 Gallon Tall Kitchen Bags
1261,Sparkling Peach Nectarine Soda,Turkey Breakfast Sausage Links,Pink Grapefruit,Sparkling Kiwi Strawberry Soda,Three Meat & Four Cheese Lasagna,Fresh Pork Spareribs
1262,Organic Whole O's Gluten Free Cereal,Organic Corn Tortillas,Gluten Free Pretzel Sticks,Gluten Free Vanilla Granola,Blue Corn Tortilla Chips,Organic Balsamic Vinegar Of Modena
1263,Non-Fat Vanilla Yogurt,Lactose Free Low Fat Vanilla Yogurt,Gluten Free Omega Flax & Fiber Bread,Gluten Free Pretzel Sticks,Gluten Free Vanilla Granola,Blue Corn Tortilla Chips
1264,Diet Root Beer,Organic Honey,Salted Sweet Cream Butter,Lemon-Lime Soda,Classic Macaroni & Beef in tomato sauce. Classic Macaroni & Beef,Whole Grain White Corn Salted Tortilla Chips
1265,Salted Sweet Cream Butter,Organic Honey,Ready Wipe Flushable Wipes,Broccoli Florets Steamers,Spreadable Butter with Canola Oil,Sharp Cheddar Cheese Shredded
1266,Original Rice Pilaf Mix,Turkey Pepperoni Slices,Milk Chocolate Candy Bars,Masa Harina Golden Corn Flour,Premium Sweet Petites Carrots,Grape-Nuts Cereal
1267,Spaghetti with Meatballs,"Deli Fresh Honey Ham, 97% Fat Free, Gluten Free",Classic Wheat Bread,Simple Favorites Lasagna with Meat Sauce,Whole Grain White Corn Salted Tortilla Chips,Spreadable Butter with Canola Oil
1268,Classic Wheat Bread,Salted Sweet Cream Butter,Whole Grain White Corn Salted Tortilla Chips,Golden Sweet Potato,Organic Honey,Ready Wipe Flushable Wipes
1269,Simple Favorites Lasagna with Meat Sauce,"Deli Fresh Honey Ham, 97% Fat Free, Gluten Free",Organic Honey,Sharp Cheddar Cheese Shredded,Broccoli Florets Steamers,Ready Wipe Flushable Wipes
1270,Dishwasher Gel Free & Clear,Green Peas No Salt Added,Gluten Free Multigrain Bread,Organic Bartlett Pear,Organic Large Grade A Brown Eggs,Extra Virgin Olive Oil
1271,Iodized Salt,Spanish Style Yellow Rice,Masa Harina Golden Corn Flour,Milk Chocolate Candy Bars,Turkey Pepperoni Slices,Grape-Nuts Cereal
1272,Classic Macaroni & Beef in tomato sauce. Classic Macaroni & Beef,Swedish Meatballs,"Deli Fresh Honey Ham, 97% Fat Free, Gluten Free",Broccoli Florets Steamers,Spaghetti with Meatballs,Organic Honey
1273,Swedish Meatballs,Whole Grain White Corn Salted Tortilla Chips,Salted Sweet Cream Butter,Golden Sweet Potato,Simple Favorites Lasagna with Meat Sauce,Sharp Cheddar Cheese Shredded
1274,French Green Beans,Poblano Pepper,Almond Flour Tortillas,Roasted Salted Cashews,Lactose Free Sour Cream,Bunched Cilantro
1275,Poblano Pepper,Almond Flour Tortillas,Roasted Salted Cashews,Lactose Free Sour Cream,Bunched Cilantro,Vanilla Almond Breeze Almond Milk
1276,Almond Flour Tortillas,Roasted Salted Cashews,Vanilla Almond Breeze Almond Milk,NA,NA,NA
1277,Sharp Cheddar Cheese Shredded,Whole Grain White Corn Salted Tortilla Chips,Golden Sweet Potato,Organic Honey,Ready Wipe Flushable Wipes,Broccoli Florets Steamers
1278,Ready Wipe Flushable Wipes,Organic Honey,Golden Sweet Potato,Whole Grain White Corn Salted Tortilla Chips,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",Yellow Onions
1279,Broccoli Florets Steamers,Whole Grain White Corn Salted Tortilla Chips,Golden Sweet Potato,Organic Honey,Ready Wipe Flushable Wipes,100 Calorie  Per Bag Popcorn
1280,Pumpkin Fig Ancient Grain Granola,Organic Jelly Beans,Sour Worms,Pure Irish Butter,Total 0% Greek Yogurt,Banana
1281,Sea Salt Lentil Chips,Hommus Artichoke Kalamata,NA,NA,NA,NA
1282,Premium Sweet Petites Carrots,Grape-Nuts Cereal,Spanish Style Yellow Rice,Masa Harina Golden Corn Flour,Turkey Pepperoni Slices,Red Mango
1283,Spreadable Butter with Canola Oil,Whole Grain White Corn Salted Tortilla Chips,Golden Sweet Potato,Organic Honey,Ready Wipe Flushable Wipes,Broccoli Florets Steamers
