,item_name,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5
1224,Strawberry Lemonade Frozen Pops,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA
1225,Cereal Honey Bears,Banana,NA,NA,NA,NA
1226,Peanut Butter Creamy With Salt,Cucumber Kirby,Organic Avocado,Banana,Organic Whole Milk,Large Lemon
1227,Sorbet Pops Strawberry,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1228,Organic White Corn & Wheat Tortillas,Organic Hass Avocado,Limes,Organic Raspberries,Bag of Organic Bananas,Organic Baby Spinach
1229,Maple Honey Ham,Organic Raspberries,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1230,Organic Honey Nut O's Cereal,Organic Whole Milk,Bag of Organic Bananas,Organic Strawberries,Organic Hass Avocado,Organic Raspberries
1231,Single Serve Crispy Wheat Crackers,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1232,Organic Freeze Dried Strawberries,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA
1233,Apple Sauce,Organic Raspberries,Apple Honeycrisp Organic,Organic Strawberries,Bag of Organic Bananas,Organic Hass Avocado
1234,Organic Mung-Bean Sprouts,Limes,Organic Baby Spinach,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries
1235,Cored Pineapple,Banana,NA,NA,NA,NA
1236,Organic Good Seed Bread,Organic Reduced Fat 2% Milk,Hass Avocados,Organic Whole String Cheese,Bag of Organic Bananas,Half & Half
1237,Original Puffins Cereal,Organic Whole Milk,Organic Raspberries,Organic Strawberries,Bag of Organic Bananas,Banana
1238,Organic Half & Half,Organic 2% Reduced Fat Milk,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,2% Reduced Fat Organic Milk,0% Greek Strained Yogurt,Fat Free Strawberry Yogurt
1239,Pomegranate,Apple Honeycrisp Organic,Large Lemon,Organic Raspberries,Organic Avocado,Organic Garlic
1240,Gluteen Free Center Cut Applewood Smoked Uncured Bacon,Organic Whole Milk,Large Lemon,Organic Avocado,Organic Hass Avocado,Organic Strawberries
1241,Classic Hummus Family Size,Organic Fuji Apple,Banana,NA,NA,NA
1242,Orange Juice 100% Juice,Organic Raspberries,Bag of Organic Bananas,Organic Strawberries,Organic Hass Avocado,Banana
1243,Unsalted Cultured Butter,Organic Whole Milk,Organic Yellow Onion,Organic Garlic,Organic Hass Avocado,Organic Strawberries
1244,Boneless Skinless Chicken Breast Fillets,Strawberries,Banana,Bag of Organic Bananas,NA,NA
1245,Mexican Finely Shredded Cheese,Organic Avocado,Organic Whole Milk,Organic Strawberries,Organic Hass Avocado,Banana
1246,Organic Gala Apples,Organic Reduced Fat Milk,Organic Bosc Pear,Organic Golden Delicious Apple,Organic Whole Grassmilk Milk,Organic D'Anjou Pears
1247,Peeled Garlic,Organic Yellow Onion,Limes,Organic Baby Spinach,Organic Hass Avocado,Organic Strawberries
1248,Cultured Low Fat Buttermilk,Organic Whole Milk,Organic Garlic,Organic Yellow Onion,Organic Strawberries,Large Lemon
1249,"Coconut Water, Pure Organic",Organic Hass Avocado,Bag of Organic Bananas,NA,NA,NA
1250,Organic Marinara Pasta Sauce,Organic Zucchini,Organic Yellow Onion,Organic Whole Milk,Bag of Organic Bananas,Organic Baby Spinach
1251,Organic Unsweetened Almond Milk,Frozen Organic Wild Blueberries,Organic Vanilla Almond Milk,Organic Baby Spinach Salad,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Organic Whole Strawberries
1252,EnviroKidz Gluten Free & Wheat Free Gorilla Munch Corn Puff Cereal,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1253,"Tortillas, Wheat Free, Sprouted Corn",Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Banana
1254,Organic Air Chilled Whole Chicken,Large Lemon,Organic Whole Milk,Organic Garlic,Organic Avocado,Organic Hass Avocado
1255,Purity Farms Ghee Clarified Butter,Fresh Cauliflower,Organic Garlic,Organic Yellow Onion,Organic Hass Avocado,Organic Zucchini
1256,Total 0% Greek Yogurt,Organic Fat Free Milk,Unsweetened Original Almond Breeze Almond Milk,Vanilla Almond Breeze Almond Milk,Banana,Boneless Skinless Chicken Breasts
1257,Spicy Hummus,Organic Avocado,Banana,NA,NA,NA
1258,Carrot Raisin Flax Muffins,Bag of Organic Bananas,NA,NA,NA,NA
1259,Tomato Kumato,Organic Avocado,Large Lemon,Organic Hass Avocado,Organic Baby Spinach,Organic Strawberries
1260,Pink Lady (Cripps) Apple,Banana,Cucumber Kirby,Organic Avocado,Large Lemon,Organic Baby Spinach
1261,Soft-Baked Ripe Strawberry Cereal Bars,Banana,NA,NA,NA,NA
1262,Organic Lightly Salted Brown Rice Cakes,Original Hummus,Organic Gala Apples,Organic Raspberries,Organic Fuji Apple,Organic Hass Avocado
1263,2% Reduced Fat Organic Milk,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Half & Half,Honeycrisp Apple,Banana,Cucumber Kirby
1264,Oven Roasted Turkey Breast,100% Whole Wheat Bread,2% Reduced Fat Milk,Uncured Genoa Salami,Small Hass Avocado,Organic Whole String Cheese
1265,Buttermilk Biscuits,Organic Strawberries,Banana,NA,NA,NA
1266,Organic Vanilla Bean Ice Cream,Organic Whole Milk,Organic Strawberries,Bag of Organic Bananas,Organic Raspberries,Organic Hass Avocado
1267,Butternut Squash Ravioli,Organic Whole Milk,Organic Hass Avocado,Organic Strawberries,Organic Avocado,Organic Baby Spinach
1268,Organic Edamame,Organic Baby Carrots,Cucumber Kirby,Organic Whole Milk,Organic Raspberries,Organic Garlic
1269,Organic Raw Sharp Cheddar Cheese,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Banana
1270,Natural Apple Sauce Cups,Banana,NA,NA,NA,NA
1271,Edamame In Pod,Organic Avocado,Large Lemon,Organic Baby Spinach,Banana,Organic Hass Avocado
1272,Whole Wheat Bunnies Baked Snack Crackers,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1273,Ground Buffalo,Organic Hass Avocado,Bag of Organic Bananas,Organic Raspberries,Organic Strawberries,Organic Baby Spinach
1274,Natural Classic Pork Breakfast Sausage,Organic Whole Milk,Apple Honeycrisp Organic,Organic Strawberries,Bag of Organic Bananas,Organic Raspberries
1275,Vanilla Pure Almond Milk,Unsweetened Almondmilk,Organic Hass Avocado,Bag of Organic Bananas,Organic Avocado,Organic Raspberries
1276,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",Large Alfresco Eggs,Organic Grade A Free Range Large Brown Eggs,Organic Red Bell Pepper,Organic Zucchini,Organic Hass Avocado
1277,Organic Sweet Potato Fries,Organic Strawberries,Bag of Organic Bananas,NA,NA,NA
1278,Boneless And Skinless Chicken Breast,Cucumber Kirby,Organic Avocado,Large Lemon,Banana,Organic Hass Avocado
1279,Cold Brew Coffee,Sparkling Water Grapefruit,Organic Hass Avocado,Organic Raspberries,Bag of Organic Bananas,Organic Baby Spinach
1280,Baked Beans,Organic Whole Milk,Organic Strawberries,Organic Hass Avocado,Banana,Bag of Organic Bananas
1281,Original Cereal,Organic Whole Milk,Banana,Organic Strawberries,Organic Avocado,Bag of Organic Bananas
1282,Golden Sweet Potato,Large Lemon,Banana,Organic Avocado,NA,NA
1283,Apple Apple Applesauce On The Go Pouches,Banana,NA,NA,NA,NA
1284,Meyer Lemon,Limes,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana
1285,Spaghetti  No 12,Organic Garlic,Honeycrisp Apple,Organic Yellow Onion,Apple Honeycrisp Organic,Organic Whole Milk
1286,Cage Free Large White Eggs,Half & Half,Banana,Organic Zucchini,Organic Whole Milk,Limes
1287,Tuna Salad,Organic Raspberries,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Banana
1288,Corn Chips,Sparkling Water Grapefruit,Organic Hass Avocado,Organic Large Extra Fancy Fuji Apple,Organic Lemon,Bag of Organic Bananas
1289,Grade A Large Eggs Cage Free Omega 3,Organic Avocado,Honeycrisp Apple,Strawberries,Banana,Organic Whole Milk
1290,"Pretzel Sticks, Gluten Free",Organic Strawberries,Bag of Organic Bananas,NA,NA,NA
1291,Navel Orange,Banana,NA,NA,NA,NA
1292,Extra Lean Ground Turkey Breast,Banana,NA,NA,NA,NA
1293,Roasted Red Pepper Hummus,Organic Peeled Whole Baby Carrots,Original Hummus,Organic Baby Carrots,Cucumber Kirby,Organic Fuji Apple
1294,Mini Cucumbers,Strawberries,Honeycrisp Apple,Organic Grape Tomatoes,Organic Avocado,Banana
1295,Organic Stringles Mozzarella String Cheese,Organic Raspberries,Bag of Organic Bananas,Organic Whole Milk,Apple Honeycrisp Organic,Organic Strawberries
1296,Purely O's Organic Cereal,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1297,Organic Soy Tempeh,Organic Baby Spinach,Banana,NA,NA,NA
1298,Organic Genoa Salami,Organic Whole Milk,Organic Hass Avocado,Organic Strawberries,Organic Raspberries,Bag of Organic Bananas
1299,Pasta Joy Ready Organic Brown Rice Pasta Penne,Bag of Organic Bananas,NA,NA,NA,NA
1300,Strawberry Fruit Spread,Banana,NA,NA,NA,NA
1301,Super Greens Salad,Large Alfresco Eggs,Organic Hass Avocado,Unsweetened Almondmilk,Organic Cucumber,Organic Small Bunch Celery
1302,Organic Egg Whites,Vanilla Almond Breeze Almond Milk,Organic Grade A Free Range Large Brown Eggs,Organic Baby Spinach,Organic Unsweetened Almond Milk,Michigan Organic Kale
1303,Salted Tub of Butter,Half & Half,Organic Whole String Cheese,Organic Whole Milk,Organic Half & Half,Organic Gala Apples
1304,Organic Fruitful Os Cereal,Bag of Organic Bananas,NA,NA,NA,NA
1305,Aged White Cheddar Gluten-Free Baked Rice And Corn Puffs,Organic Strawberries,Banana,Bag of Organic Bananas,NA,NA
1306,Creamy Peanut Butter Dark Roasted,Bag of Organic Bananas,Organic Hass Avocado,NA,NA,NA
1307,Skim Milk,Organic Whole Milk,Organic Half & Half,Banana,Honeycrisp Apple,Cucumber Kirby
1308,Kumato Tomatoes,Organic Avocado,Organic Hass Avocado,Bag of Organic Bananas,Banana,Organic Baby Spinach
1309,Low Moisture Part Skim Mozzarella String Cheese,Banana,NA,NA,NA,NA
1310,Small Macintosh Apple,Banana,Large Lemon,Bag of Organic Bananas,NA,NA
1311,Organic Turkey Hot Dogs,Organic Whole Milk,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach
1312,Italian Squash,Banana,NA,NA,NA,NA
1313,Gluten Free Multi Seed Rice Thin Crackers,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1314,Everything Bagel,Banana,NA,NA,NA,NA
1315,Fusilli No. 34,Organic Raspberries,Organic Whole Milk,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas
1316,Organic Acai Berry Smoothie Packs,Organic Raspberries,Bag of Organic Bananas,Organic Hass Avocado,Organic Avocado,Organic Baby Spinach
1317,I Heart Baby Kale,Organic Lemon,Unsweetened Almondmilk,Organic Hass Avocado,Organic Large Extra Fancy Fuji Apple,Organic Cucumber
1318,Appley Ever After Organic Juice Drink,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1319,Sea Salt Roasted Seaweed,Bag of Organic Bananas,Organic Hass Avocado,Organic Strawberries,Banana,NA
1320,Organic SprouTofu Savory Baked Tofu,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,Banana
1321,Natural Anticavity Silly Strawberry Fluoride Toothpaste for Children,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1322,Organic Turmeric,Organic Baby Spinach,Bag of Organic Bananas,NA,NA,NA
1323,Baby Swiss Slices Cheese,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,NA,NA
1324,70% Dark Chocolate Salted Almond Bar,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1325,50/50 Spring Mix & Baby Spinach,Banana,NA,NA,NA,NA
1326,Cheese Puffs,Organic Whole Milk,Organic Strawberries,Banana,Bag of Organic Bananas,Organic Baby Spinach
1327,Sweet Potato Tortilla Chips,Original Hummus,Sparkling Water Grapefruit,Banana,Organic Avocado,Organic Hass Avocado
1328,Organic Bagged Valencia Oranges,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1329,Organic Smoked Turkey Breast,Organic Hass Avocado,Apple Honeycrisp Organic,Bag of Organic Bananas,Organic Strawberries,Organic Raspberries
1330,Smoked Salmon,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,Banana
1331,Organic SprouTofu Teriyaki Tofu Cutlets,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Banana
1332,Organic Living Butter Lettuce,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Banana,NA
1333,Pizza 4 Cheese,Organic Whole Milk,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana
1334,Chicken Noodle Soup,Organic Raspberries,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1335,Garbanzo Beans No Salt Added,Banana,NA,NA,NA,NA
1336,"The \""World's Best\"" Veggie Burger",Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1337,Cinnamon,Organic Hass Avocado,Bag of Organic Bananas,NA,NA,NA
1338,Organic Kale Greens,Organic Avocado,Large Lemon,Organic Zucchini,Organic Baby Spinach,Cucumber Kirby
1339,Lemon Hummus,Original Hummus,Organic Whole String Cheese,Organic Peeled Whole Baby Carrots,Organic Baby Carrots,Sparkling Water Grapefruit
1340,Natural Creamy Peanut Butter,Banana,NA,NA,NA,NA
1341,Fresh Cut Baby Carrots,Banana,NA,NA,NA,NA
1342,Hint Of Sea Salt Almond Nut Thins,Unsweetened Almondmilk,Sparkling Water Grapefruit,Original Hummus,Organic Whole String Cheese,Organic Hass Avocado
1343,Celery Hearts,Fresh Cauliflower,Bag of Organic Bananas,Organic Raspberries,Organic Zucchini,Organic Cucumber
1344,Raisins,Organic Fuji Apple,Banana,Strawberries,Organic Raspberries,Bag of Organic Bananas
1345,Fresh Ciliegine Mozzarella Cheese,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1346,Fig Newmans Fruit Filled Cookies,Organic Whole Milk,Bag of Organic Bananas,Organic Raspberries,Organic Hass Avocado,Organic Strawberries
1347,Baby Spinach,Organic Large Brown Grade AA Cage Free Eggs,Organic Large Grade AA Brown Eggs,Organic Lacinato (Dinosaur) Kale,Unsweetened Almondmilk,Small Hass Avocado
1348,Rainbow Crisps Fig And Olive Crackers,Organic Hass Avocado,Bag of Organic Bananas,NA,NA,NA
1349,"Pizza Poppers, Three Cheese",Organic Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana,NA
1350,Gluten Free Original Granola,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1351,Super Seed Crispy Crackers,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana,NA
1352,Apricot,Banana,NA,NA,NA,NA
1353,Apple Honeycrisp Organic,Organic Bosc Pear,Wild Berry Smoothie,Organic D'Anjou Pears,Organic Honey Sweet Whole Wheat Bread,Organic Lowfat 1% Milk
1354,Organic Mini Cheddar Cheese Crackers,Bag of Organic Bananas,NA,NA,NA,NA
1355,Organic Ground Flaxseed,Organic Baby Spinach,Bag of Organic Bananas,Banana,NA,NA
1356,Sonoma Handmade Style Corn Tortillas,Organic Hass Avocado,Organic Raspberries,Limes,Bag of Organic Bananas,Organic Strawberries
1357,Premium Organic Strawberry Spread,Bag of Organic Bananas,NA,NA,NA,NA
1358,Tomato and Basil Bombolina Pasta Sauce,Banana,NA,NA,NA,NA
1359,Organic Orange Juice With Calcium & Vitamin D,Bag of Organic Bananas,Organic Hass Avocado,Organic Strawberries,NA,NA
1360,Organic Sweet Mini Peppers,Organic Hass Avocado,Organic Strawberries,Banana,Bag of Organic Bananas,NA
1361,Crunchy Peanut Butter,Organic Avocado,Banana,Large Lemon,Organic Baby Spinach,Bag of Organic Bananas
1362,Chicken Breast Tenders Breaded,Honeycrisp Apple,Organic Gala Apples,Organic Half & Half,Organic Whole Milk,Apple Honeycrisp Organic
1363,Mild Italian Chicken Sausage,Organic Garlic,Organic Yellow Onion,Organic Avocado,Organic Baby Spinach,Organic Whole Milk
1364,Strawberry Explosion/Banana Split Smoothie,Banana,NA,NA,NA,NA
1365,Organic SprouTofu Extra Firm Tofu,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana,NA
1366,Organic Cinnamon Apple Sauce,Organic Whole Milk,Organic Strawberries,Bag of Organic Bananas,Banana,Organic Hass Avocado
1367,50/50 Mix Spring Mix and Baby Spinach Salad Blend,Banana,NA,NA,NA,NA
1368,Roasted Almond Butter,Organic Avocado,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Banana
1369,Organic Black Mission Figs,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1370,Mini Peanut Butter Sandwich Crackers,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1371,Avocado Roll,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Organic Baby Spinach,Banana
1372,California Veggie Burgers - 4 CT,Organic Avocado,Organic Baby Spinach,Organic Hass Avocado,Organic Strawberries,Banana
1373,Natural Spring Water,Sparkling Natural Mineral Water,Spring Water,Bag of Organic Bananas,Banana,Large Lemon
1374,Oikos Greek Vanilla Yogurt,Banana,NA,NA,NA,NA
1375,Extra Ginger Brew Jamaican Style Ginger Beer,Limes,Banana,Bag of Organic Bananas,NA,NA
1376,Thick & Chunky Salsa,Organic Avocado,Banana,Organic Baby Spinach,Bag of Organic Bananas,NA
1377,Premium Epsom Salt,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1378,Organic Apple Chicken Sausage,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,Banana
1379,First Prunes,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1380,"Tortilla Chips, Mexican Kitchen Style, Salted",Organic Avocado,Banana,NA,NA,NA
1381,Organic Sweet Potato Puffs,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Banana,NA
1382,Nutri-Grain Soft Baked Strawberry Cereal Breakfast Bars,Banana,NA,NA,NA,NA
1383,Basil Dish Soap,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1384,2% Low Fat Cottage Cheese,Banana,NA,NA,NA,NA
1385,Organic Distilled White Vinegar,Organic Garlic,Organic Lemon,Organic Cucumber,Organic Hass Avocado,Organic Yellow Onion
1386,Unsweetened Vanilla Almond Milk,Unsweetened Almondmilk,Organic Reduced Fat 2% Milk,Large Alfresco Eggs,Sparkling Water Grapefruit,Organic Raspberries
1387,Cara Cara Navel Orange,Organic Avocado,Banana,Large Lemon,Organic Baby Spinach,Bag of Organic Bananas
1388,Organic Grade B Maple Syrup,Bag of Organic Bananas,NA,NA,NA,NA
1389,Organic Whipped Naturally Buttery Spread,Organic Unsweetened Almond Milk,100% Whole Wheat Bread,Bag of Organic Bananas,Original Hummus,Organic Large Extra Fancy Fuji Apple
1390,Lacinato Kale Og,Organic Raspberries,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries
1391,Organic Pitted Prunes,Bag of Organic Bananas,NA,NA,NA,NA
1392,Stage 1 - Just Prunes,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1393,Organic Hass Avocado,Organic Free Range Grade A Large Brown Eggs,Organic Homogenized Whole Milk,Whole Organic Omega 3 Milk,Organic Orange Juice With Calcium & Vitamin D,Bag of Organic Bananas
1394,Organic Classic Rich Crackers,Organic Strawberries,Bag of Organic Bananas,Organic Hass Avocado,Banana,NA
1395,Organic Avocados,Organic Strawberries,Bag of Organic Bananas,NA,NA,NA
1396,Gallon Freezer Bags,Organic Hass Avocado,Organic Garlic,Organic Baby Spinach,Bag of Organic Bananas,Organic Avocado
1397,Whole Wheat Eggo Waffles,Banana,NA,NA,NA,NA
1398,Organic Baby Rainbow Carrots,Large Alfresco Eggs,Organic D'Anjou Pears,Organic Cucumber,Organic Whole String Cheese,Organic Large Extra Fancy Fuji Apple
1399,Classic Round Crackers,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA
1400,Organic Chocolate Chip Chewy Granola Bars,Organic Whole Milk,Organic Strawberries,Banana,Bag of Organic Bananas,Organic Hass Avocado
1401,Organic Banana Puffs,Bag of Organic Bananas,NA,NA,NA,NA
1402,Green Leaf Shreds,Strawberries,Banana,NA,NA,NA
1403,Organic Beans And Cheese Burrito,Bag of Organic Bananas,NA,NA,NA,NA
1404,Organic Lightly Salted Sea Salt Thin & Crispy Restaurant Style Tortilla Chips,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
